track_id,release_id,track_title,track_number,duration_sec,isrc,is_explicit
557,158,Lonely Wolves,6,188,SIM00015806,0
558,158,Glass Waves,7,245,SIM00015807,1
559,158,Neon Ghosts,8,175,SIM00015808,0
560,158,Solar Youth,9,248,SIM00015809,1
561,159,Broken Echoes,1,235,SIM00015901,0
562,160,Midnight Foxes,1,176,SIM00016001,0
563,160,Broken Echoes,2,243,SIM00016002,0
564,160,Iron Saints,3,245,SIM00016003,0
565,160,Electric Bones,4,171,SIM00016004,0
566,161,Amber Phantoms,1,169,SIM00016101,0
567,161,Midnight Foxes,2,218,SIM00016102,0
568,161,Broken Echoes,3,197,SIM00016103,0
569,161,Iron Saints,4,199,SIM00016104,0
570,161,Electric Bones,5,184,SIM00016105,0
571,162,Golden Sirens,1,240,SIM00016201,0
572,162,Amber Phantoms,2,233,SIM00016202,0
573,162,Midnight Foxes,3,202,SIM00016203,1
574,162,Broken Echoes,4,150,SIM00016204,0
575,162,Iron Saints,5,167,SIM00016205,0
576,162,Electric Bones,6,239,SIM00016206,1
577,162,Wild Ravens,7,260,SIM00016207,0
578,163,Restless Horizon,1,248,SIM00016301,0
579,163,Golden Sirens,2,185,SIM00016302,0
580,163,Amber Phantoms,3,180,SIM00016303,0
581,163,Midnight Foxes,4,176,SIM00016304,0
582,164,Hollow Hearts,1,254,SIM00016401,0
583,164,Restless Horizon,2,210,SIM00016402,0
584,164,Golden Sirens,3,241,SIM00016403,0
585,164,Amber Phantoms,4,258,SIM00016404,0
586,164,Midnight Foxes,5,196,SIM00016405,0
587,164,Broken Echoes,6,174,SIM00016406,0
588,164,Iron Saints,7,200,SIM00016407,0
589,164,Electric Bones,8,158,SIM00016408,0
590,164,Wild Ravens,9,228,SIM00016409,0
591,165,Silver Shadows,1,243,SIM00016501,0
592,165,Hollow Hearts,2,252,SIM00016502,0
593,165,Restless Horizon,3,186,SIM00016503,0
594,165,Golden Sirens,4,162,SIM00016504,1
595,165,Amber Phantoms,5,175,SIM00016505,0
596,165,Midnight Foxes,6,158,SIM00016506,1
597,165,Broken Echoes,7,204,SIM00016507,0
598,165,Iron Saints,8,152,SIM00016508,0
599,165,Electric Bones,9,184,SIM00016509,1
600,165,Wild Ravens,10,185,SIM00016510,0
601,166,Sunken Riot,1,157,SIM00016601,1
602,167,Static Vultures,1,202,SIM00016701,0
603,167,Sunken Riot,2,251,SIM00016702,0
604,167,Silver Shadows,3,154,SIM00016703,1
605,167,Hollow Hearts,4,164,SIM00016704,0
606,167,Restless Horizon,5,257,SIM00016705,1
607,167,Golden Sirens,6,153,SIM00016706,0
608,167,Amber Phantoms,7,207,SIM00016707,0
609,167,Midnight Foxes,8,254,SIM00016708,0
610,167,Broken Echoes,9,178,SIM00016709,0
611,167,Iron Saints,10,227,SIM00016710,0
612,167,Electric Bones,11,160,SIM00016711,1
613,167,Wild Ravens,12,249,SIM00016712,1
614,168,Crimson Vibes,1,150,SIM00016801,0
615,168,Static Vultures,2,230,SIM00016802,1
616,168,Sunken Riot,3,229,SIM00016803,0
617,168,Silver Shadows,4,218,SIM00016804,1
618,168,Hollow Hearts,5,257,SIM00016805,1
619,168,Restless Horizon,6,260,SIM00016806,0
620,168,Golden Sirens,7,208,SIM00016807,0
621,169,Sacred Tides,1,258,SIM00016901,0
622,170,Solar Youth,1,255,SIM00017001,0
623,171,Neon Ghosts,1,208,SIM00017101,0
624,172,Glass Waves,1,197,SIM00017201,1
625,172,Neon Ghosts,2,165,SIM00017202,0
626,172,Solar Youth,3,250,SIM00017203,0
627,172,Sacred Tides,4,237,SIM00017204,1
628,172,Crimson Vibes,5,197,SIM00017205,0
629,172,Static Vultures,6,257,SIM00017206,0
630,172,Sunken Riot,7,201,SIM00017207,0
631,172,Silver Shadows,8,168,SIM00017208,0
632,172,Hollow Hearts,9,154,SIM00017209,0
633,172,Restless Horizon,10,186,SIM00017210,1
634,172,Golden Sirens,11,209,SIM00017211,0
635,173,Lonely Wolves,1,222,SIM00017301,0
636,174,Velvet Roses,1,155,SIM00017401,1
637,175,Paper Rebels,1,210,SIM00017501,1
638,176,Wild Ravens,1,159,SIM00017601,1
639,177,Electric Bones,1,260,SIM00017701,0
640,178,Iron Saints,1,256,SIM00017801,0
641,179,Broken Echoes,1,206,SIM00017901,0
642,180,Midnight Foxes,1,154,SIM00018001,0
643,181,Amber Phantoms,1,208,SIM00018101,0
644,182,Golden Sirens,1,251,SIM00018201,0
645,183,Restless Horizon,1,235,SIM00018301,0
646,184,Hollow Hearts,1,269,SIM00018401,1
647,185,Silver Shadows,1,211,SIM00018501,0
648,186,Sunken Riot,1,245,SIM00018601,0
649,187,Static Vultures,1,215,SIM00018701,0
650,188,Crimson Vibes,1,175,SIM00018801,0
651,188,Static Vultures,2,160,SIM00018802,0
652,188,Sunken Riot,3,232,SIM00018803,1
653,188,Silver Shadows,4,191,SIM00018804,0
654,188,Hollow Hearts,5,185,SIM00018805,1
655,189,Sacred Tides,1,207,SIM00018901,0
656,189,Crimson Vibes,2,197,SIM00018902,0
657,189,Static Vultures,3,185,SIM00018903,0
658,190,Solar Youth,1,160,SIM00019001,0
659,191,Neon Ghosts,1,263,SIM00019101,0
660,192,Glass Waves,1,178,SIM00019201,0
661,192,Neon Ghosts,2,155,SIM00019202,0
662,192,Solar Youth,3,236,SIM00019203,0
663,193,Lonely Wolves,1,181,SIM00019301,0
664,193,Glass Waves,2,207,SIM00019302,0
665,193,Neon Ghosts,3,238,SIM00019303,0
666,193,Solar Youth,4,227,SIM00019304,0
667,194,Velvet Roses,1,220,SIM00019401,0
668,194,Lonely Wolves,2,197,SIM00019402,0
669,194,Glass Waves,3,177,SIM00019403,0
670,194,Neon Ghosts,4,249,SIM00019404,1
671,194,Solar Youth,5,238,SIM00019405,0
672,195,Paper Rebels,1,217,SIM00019501,1
673,195,Velvet Roses,2,266,SIM00019502,0
674,195,Lonely Wolves,3,208,SIM00019503,0
675,195,Glass Waves,4,209,SIM00019504,0
676,195,Neon Ghosts,5,157,SIM00019505,0
677,195,Solar Youth,6,236,SIM00019506,0
678,195,Sacred Tides,7,161,SIM00019507,0
679,195,Crimson Vibes,8,198,SIM00019508,0
680,195,Static Vultures,9,247,SIM00019509,0
681,195,Sunken Riot,10,239,SIM00019510,0
682,196,Wild Ravens,1,249,SIM00019601,0
683,197,Electric Bones,1,156,SIM00019701,1
684,197,Wild Ravens,2,210,SIM00019702,1
685,197,Paper Rebels,3,169,SIM00019703,0
686,197,Velvet Roses,4,217,SIM00019704,0
687,197,Lonely Wolves,5,177,SIM00019705,0
688,198,Iron Saints,1,191,SIM00019801,0
689,198,Electric Bones,2,199,SIM00019802,0
690,198,Wild Ravens,3,238,SIM00019803,0
691,199,Broken Echoes,1,184,SIM00019901,0
692,199,Iron Saints,2,247,SIM00019902,0
693,199,Electric Bones,3,244,SIM00019903,0
694,199,Wild Ravens,4,225,SIM00019904,0
695,200,Midnight Foxes,1,254,SIM00020001,0
696,200,Broken Echoes,2,250,SIM00020002,0
697,200,Iron Saints,3,160,SIM00020003,0
698,200,Electric Bones,4,171,SIM00020004,1
699,200,Wild Ravens,5,219,SIM00020005,0
700,201,Amber Phantoms,1,198,SIM00020101,0
701,201,Midnight Foxes,2,199,SIM00020102,0
702,201,Broken Echoes,3,176,SIM00020103,0
703,202,Golden Sirens,1,207,SIM00020201,0
704,202,Amber Phantoms,2,155,SIM00020202,0
705,202,Midnight Foxes,3,223,SIM00020203,0
706,202,Broken Echoes,4,169,SIM00020204,0
707,202,Iron Saints,5,231,SIM00020205,1
708,202,Electric Bones,6,191,SIM00020206,0
709,202,Wild Ravens,7,203,SIM00020207,0
710,202,Paper Rebels,8,198,SIM00020208,0
711,202,Velvet Roses,9,230,SIM00020209,1
712,202,Lonely Wolves,10,168,SIM00020210,0
713,202,Glass Waves,11,257,SIM00020211,0
714,203,Restless Horizon,1,228,SIM00020301,0
715,203,Golden Sirens,2,190,SIM00020302,1
716,203,Amber Phantoms,3,205,SIM00020303,1
717,203,Midnight Foxes,4,242,SIM00020304,0
718,203,Broken Echoes,5,207,SIM00020305,1
719,204,Hollow Hearts,1,171,SIM00020401,0
720,204,Restless Horizon,2,167,SIM00020402,1
721,204,Golden Sirens,3,158,SIM00020403,1
722,205,Silver Shadows,1,162,SIM00020501,0
723,205,Hollow Hearts,2,190,SIM00020502,0
724,205,Restless Horizon,3,200,SIM00020503,1
725,205,Golden Sirens,4,264,SIM00020504,0
726,205,Amber Phantoms,5,193,SIM00020505,0
727,205,Midnight Foxes,6,178,SIM00020506,0
728,205,Broken Echoes,7,177,SIM00020507,0
729,205,Iron Saints,8,169,SIM00020508,0
730,206,Sunken Riot,1,161,SIM00020601,0
731,206,Silver Shadows,2,183,SIM00020602,0
732,206,Hollow Hearts,3,198,SIM00020603,0
733,206,Restless Horizon,4,171,SIM00020604,0
734,206,Golden Sirens,5,245,SIM00020605,0
735,206,Amber Phantoms,6,206,SIM00020606,0
736,206,Midnight Foxes,7,241,SIM00020607,1
737,206,Broken Echoes,8,185,SIM00020608,1
738,206,Iron Saints,9,233,SIM00020609,1
739,207,Static Vultures,1,225,SIM00020701,0
740,208,Crimson Vibes,1,223,SIM00020801,0
741,208,Static Vultures,2,268,SIM00020802,1
742,208,Sunken Riot,3,175,SIM00020803,0
743,208,Silver Shadows,4,175,SIM00020804,1
744,209,Sacred Tides,1,156,SIM00020901,0
745,209,Crimson Vibes,2,172,SIM00020902,0
746,209,Static Vultures,3,161,SIM00020903,0
747,209,Sunken Riot,4,169,SIM00020904,0
748,209,Silver Shadows,5,177,SIM00020905,1
749,209,Hollow Hearts,6,259,SIM00020906,0
750,209,Restless Horizon,7,180,SIM00020907,0
751,209,Golden Sirens,8,228,SIM00020908,0
752,209,Amber Phantoms,9,168,SIM00020909,1
753,209,Midnight Foxes,10,153,SIM00020910,0
754,209,Broken Echoes,11,178,SIM00020911,0
755,209,Iron Saints,12,180,SIM00020912,0
756,210,Solar Youth,1,229,SIM00021001,0
757,210,Sacred Tides,2,191,SIM00021002,1
758,210,Crimson Vibes,3,223,SIM00021003,0
759,210,Static Vultures,4,204,SIM00021004,0
760,210,Sunken Riot,5,160,SIM00021005,0
761,210,Silver Shadows,6,223,SIM00021006,0
762,210,Hollow Hearts,7,246,SIM00021007,1
763,211,Neon Ghosts,1,248,SIM00021101,0
764,212,Glass Waves,1,196,SIM00021201,1
765,213,Lonely Wolves,1,255,SIM00021301,0
766,214,Velvet Roses,1,181,SIM00021401,0
767,214,Lonely Wolves,2,156,SIM00021402,0
768,214,Glass Waves,3,224,SIM00021403,0
769,214,Neon Ghosts,4,181,SIM00021404,0
770,214,Solar Youth,5,203,SIM00021405,0
771,214,Sacred Tides,6,165,SIM00021406,0
772,214,Crimson Vibes,7,208,SIM00021407,0
773,214,Static Vultures,8,162,SIM00021408,0
774,214,Sunken Riot,9,222,SIM00021409,0
775,214,Silver Shadows,10,217,SIM00021410,0
776,214,Hollow Hearts,11,183,SIM00021411,0
777,215,Paper Rebels,1,168,SIM00021501,0
778,215,Velvet Roses,2,197,SIM00021502,0
779,215,Lonely Wolves,3,170,SIM00021503,0
780,215,Glass Waves,4,224,SIM00021504,0
781,215,Neon Ghosts,5,192,SIM00021505,0
782,215,Solar Youth,6,157,SIM00021506,1
783,215,Sacred Tides,7,267,SIM00021507,0
784,215,Crimson Vibes,8,155,SIM00021508,0
785,215,Static Vultures,9,156,SIM00021509,0
786,215,Sunken Riot,10,227,SIM00021510,0
787,215,Silver Shadows,11,238,SIM00021511,0
788,215,Hollow Hearts,12,179,SIM00021512,0
789,216,Wild Ravens,1,161,SIM00021601,0
790,217,Electric Bones,1,211,SIM00021701,0
791,217,Wild Ravens,2,259,SIM00021702,0
792,217,Paper Rebels,3,237,SIM00021703,0
793,217,Velvet Roses,4,219,SIM00021704,0
794,217,Lonely Wolves,5,211,SIM00021705,0
795,217,Glass Waves,6,202,SIM00021706,0
796,217,Neon Ghosts,7,232,SIM00021707,1
797,217,Solar Youth,8,167,SIM00021708,0
798,218,Iron Saints,1,226,SIM00021801,0
799,219,Broken Echoes,1,240,SIM00021901,0
800,220,Midnight Foxes,1,227,SIM00022001,0
801,221,Amber Phantoms,1,206,SIM00022101,0
802,222,Golden Sirens,1,157,SIM00022201,0
803,223,Restless Horizon,1,269,SIM00022301,0
804,224,Hollow Hearts,1,197,SIM00022401,0
805,225,Silver Shadows,1,222,SIM00022501,0
806,226,Sunken Riot,1,264,SIM00022601,1
807,227,Static Vultures,1,225,SIM00022701,0
808,228,Crimson Vibes,1,197,SIM00022801,0
809,229,Sacred Tides,1,244,SIM00022901,0
810,230,Solar Youth,1,197,SIM00023001,0
811,230,Sacred Tides,2,195,SIM00023002,0
812,230,Crimson Vibes,3,235,SIM00023003,0
813,230,Static Vultures,4,159,SIM00023004,0
814,230,Sunken Riot,5,154,SIM00023005,0
815,231,Neon Ghosts,1,157,SIM00023101,0
816,231,Solar Youth,2,256,SIM00023102,0
817,231,Sacred Tides,3,191,SIM00023103,0
818,232,Glass Waves,1,213,SIM00023201,0
819,233,Lonely Wolves,1,261,SIM00023301,0
820,234,Velvet Roses,1,262,SIM00023401,0
821,235,Paper Rebels,1,202,SIM00023501,0
822,236,Wild Ravens,1,256,SIM00023601,0
823,237,Electric Bones,1,262,SIM00023701,1
824,237,Wild Ravens,2,246,SIM00023702,0
825,237,Paper Rebels,3,256,SIM00023703,0
826,238,Iron Saints,1,213,SIM00023801,0
827,238,Electric Bones,2,165,SIM00023802,0
828,238,Wild Ravens,3,236,SIM00023803,0
829,238,Paper Rebels,4,203,SIM00023804,1
830,239,Broken Echoes,1,155,SIM00023901,1
831,240,Midnight Foxes,1,258,SIM00024001,0
832,240,Broken Echoes,2,246,SIM00024002,0
833,240,Iron Saints,3,156,SIM00024003,0
834,241,Amber Phantoms,1,253,SIM00024101,0
835,241,Midnight Foxes,2,254,SIM00024102,0
836,241,Broken Echoes,3,240,SIM00024103,0
837,241,Iron Saints,4,219,SIM00024104,0
838,242,Golden Sirens,1,175,SIM00024201,0
839,242,Amber Phantoms,2,253,SIM00024202,0
840,242,Midnight Foxes,3,197,SIM00024203,0
841,242,Broken Echoes,4,238,SIM00024204,0
842,242,Iron Saints,5,203,SIM00024205,0
843,243,Restless Horizon,1,251,SIM00024301,0
844,243,Golden Sirens,2,159,SIM00024302,0
845,243,Amber Phantoms,3,259,SIM00024303,1
846,243,Midnight Foxes,4,226,SIM00024304,0
847,243,Broken Echoes,5,249,SIM00024305,0
848,243,Iron Saints,6,158,SIM00024306,0
849,243,Electric Bones,7,245,SIM00024307,0
850,243,Wild Ravens,8,208,SIM00024308,1
851,243,Paper Rebels,9,166,SIM00024309,0
852,243,Velvet Roses,10,178,SIM00024310,0
853,244,Hollow Hearts,1,180,SIM00024401,0
854,244,Restless Horizon,2,233,SIM00024402,0
855,244,Golden Sirens,3,262,SIM00024403,0
856,244,Amber Phantoms,4,222,SIM00024404,0
857,245,Silver Shadows,1,150,SIM00024501,0
858,245,Hollow Hearts,2,222,SIM00024502,1
859,245,Restless Horizon,3,208,SIM00024503,0
860,245,Golden Sirens,4,254,SIM00024504,0
861,245,Amber Phantoms,5,168,SIM00024505,1
862,246,Sunken Riot,1,158,SIM00024601,1
863,246,Silver Shadows,2,267,SIM00024602,0
864,246,Hollow Hearts,3,257,SIM00024603,0
865,247,Static Vultures,1,173,SIM00024701,0
866,247,Sunken Riot,2,232,SIM00024702,1
867,247,Silver Shadows,3,185,SIM00024703,0
868,247,Hollow Hearts,4,206,SIM00024704,0
869,247,Restless Horizon,5,175,SIM00024705,0
870,247,Golden Sirens,6,249,SIM00024706,0
871,247,Amber Phantoms,7,247,SIM00024707,1
872,247,Midnight Foxes,8,265,SIM00024708,0
873,248,Crimson Vibes,1,265,SIM00024801,1
874,248,Static Vultures,2,231,SIM00024802,1
875,248,Sunken Riot,3,168,SIM00024803,0
876,248,Silver Shadows,4,244,SIM00024804,0
877,248,Hollow Hearts,5,214,SIM00024805,0
878,248,Restless Horizon,6,161,SIM00024806,0
879,248,Golden Sirens,7,154,SIM00024807,0
880,248,Amber Phantoms,8,242,SIM00024808,0
881,248,Midnight Foxes,9,186,SIM00024809,0
882,249,Sacred Tides,1,255,SIM00024901,0
883,250,Solar Youth,1,260,SIM00025001,0
884,250,Sacred Tides,2,230,SIM00025002,0
885,250,Crimson Vibes,3,199,SIM00025003,0
886,250,Static Vultures,4,246,SIM00025004,0
887,251,Neon Ghosts,1,219,SIM00025101,0
888,251,Solar Youth,2,248,SIM00025102,0
889,251,Sacred Tides,3,194,SIM00025103,0
890,251,Crimson Vibes,4,223,SIM00025104,0
891,251,Static Vultures,5,181,SIM00025105,0
892,252,Glass Waves,1,205,SIM00025201,0
893,252,Neon Ghosts,2,211,SIM00025202,0
894,252,Solar Youth,3,220,SIM00025203,0
895,252,Sacred Tides,4,217,SIM00025204,0
896,252,Crimson Vibes,5,196,SIM00025205,0
897,252,Static Vultures,6,188,SIM00025206,1
898,252,Sunken Riot,7,228,SIM00025207,0
899,253,Lonely Wolves,1,220,SIM00025301,0
900,253,Glass Waves,2,175,SIM00025302,0
901,253,Neon Ghosts,3,248,SIM00025303,0
902,253,Solar Youth,4,230,SIM00025304,0
903,254,Velvet Roses,1,194,SIM00025401,0
904,254,Lonely Wolves,2,268,SIM00025402,0
905,254,Glass Waves,3,201,SIM00025403,1
906,254,Neon Ghosts,4,173,SIM00025404,0
907,254,Solar Youth,5,255,SIM00025405,0
908,254,Sacred Tides,6,269,SIM00025406,0
909,254,Crimson Vibes,7,267,SIM00025407,0
910,254,Static Vultures,8,219,SIM00025408,0
911,254,Sunken Riot,9,176,SIM00025409,0
912,255,Paper Rebels,1,260,SIM00025501,1
913,255,Velvet Roses,2,217,SIM00025502,0
914,255,Lonely Wolves,3,196,SIM00025503,1
915,255,Glass Waves,4,183,SIM00025504,1
916,255,Neon Ghosts,5,248,SIM00025505,0
917,255,Solar Youth,6,162,SIM00025506,0
918,255,Sacred Tides,7,224,SIM00025507,0
919,255,Crimson Vibes,8,254,SIM00025508,0
920,255,Static Vultures,9,267,SIM00025509,0
921,255,Sunken Riot,10,240,SIM00025510,0
922,256,Wild Ravens,1,219,SIM00025601,0
923,257,Electric Bones,1,167,SIM00025701,1
924,257,Wild Ravens,2,224,SIM00025702,1
925,257,Paper Rebels,3,206,SIM00025703,0
926,257,Velvet Roses,4,197,SIM00025704,0
927,257,Lonely Wolves,5,173,SIM00025705,0
928,257,Glass Waves,6,174,SIM00025706,0
929,257,Neon Ghosts,7,157,SIM00025707,0
930,257,Solar Youth,8,195,SIM00025708,0
931,257,Sacred Tides,9,230,SIM00025709,0
932,257,Crimson Vibes,10,183,SIM00025710,1
933,257,Static Vultures,11,189,SIM00025711,0
934,257,Sunken Riot,12,235,SIM00025712,0
935,258,Iron Saints,1,217,SIM00025801,0
936,258,Electric Bones,2,183,SIM00025802,0
937,258,Wild Ravens,3,171,SIM00025803,0
938,258,Paper Rebels,4,262,SIM00025804,0
939,258,Velvet Roses,5,177,SIM00025805,0
940,258,Lonely Wolves,6,249,SIM00025806,0
941,258,Glass Waves,7,234,SIM00025807,0
942,259,Broken Echoes,1,269,SIM00025901,0
943,260,Midnight Foxes,1,212,SIM00026001,1
944,261,Amber Phantoms,1,152,SIM00026101,0
945,262,Golden Sirens,1,222,SIM00026201,0
946,262,Amber Phantoms,2,185,SIM00026202,1
947,262,Midnight Foxes,3,179,SIM00026203,0
948,262,Broken Echoes,4,152,SIM00026204,0
949,262,Iron Saints,5,165,SIM00026205,0
950,262,Electric Bones,6,182,SIM00026206,1
951,262,Wild Ravens,7,259,SIM00026207,1
952,262,Paper Rebels,8,265,SIM00026208,0
953,262,Velvet Roses,9,153,SIM00026209,0
954,262,Lonely Wolves,10,255,SIM00026210,0
955,262,Glass Waves,11,205,SIM00026211,1
956,263,Restless Horizon,1,249,SIM00026301,1
957,264,Hollow Hearts,1,225,SIM00026401,1
958,265,Silver Shadows,1,199,SIM00026501,0
959,266,Sunken Riot,1,176,SIM00026601,0
960,267,Static Vultures,1,199,SIM00026701,0
961,268,Crimson Vibes,1,247,SIM00026801,0
962,269,Sacred Tides,1,245,SIM00026901,1
963,270,Solar Youth,1,245,SIM00027001,0
964,271,Neon Ghosts,1,263,SIM00027101,1
965,272,Glass Waves,1,240,SIM00027201,0
966,273,Lonely Wolves,1,249,SIM00027301,0
967,274,Velvet Roses,1,267,SIM00027401,0
968,275,Paper Rebels,1,175,SIM00027501,0
969,276,Wild Ravens,1,164,SIM00027601,0
970,277,Electric Bones,1,204,SIM00027701,0
971,278,Iron Saints,1,219,SIM00027801,1
972,278,Electric Bones,2,251,SIM00027802,0
973,278,Wild Ravens,3,259,SIM00027803,0
974,278,Paper Rebels,4,242,SIM00027804,1
975,278,Velvet Roses,5,193,SIM00027805,0
976,279,Broken Echoes,1,262,SIM00027901,0
977,279,Iron Saints,2,226,SIM00027902,0
978,279,Electric Bones,3,221,SIM00027903,0
979,280,Midnight Foxes,1,225,SIM00028001,0
980,281,Amber Phantoms,1,218,SIM00028101,0
981,282,Golden Sirens,1,180,SIM00028201,1
982,282,Amber Phantoms,2,233,SIM00028202,0
983,282,Midnight Foxes,3,253,SIM00028203,0
984,283,Restless Horizon,1,159,SIM00028301,0
985,283,Golden Sirens,2,234,SIM00028302,0
986,283,Amber Phantoms,3,227,SIM00028303,0
987,283,Midnight Foxes,4,263,SIM00028304,0
988,284,Hollow Hearts,1,163,SIM00028401,0
989,284,Restless Horizon,2,220,SIM00028402,0
990,284,Golden Sirens,3,174,SIM00028403,0
991,284,Amber Phantoms,4,218,SIM00028404,0
992,284,Midnight Foxes,5,157,SIM00028405,0
993,285,Silver Shadows,1,158,SIM00028501,0
994,285,Hollow Hearts,2,240,SIM00028502,0
995,285,Restless Horizon,3,233,SIM00028503,0
996,285,Golden Sirens,4,211,SIM00028504,0
997,285,Amber Phantoms,5,196,SIM00028505,0
998,285,Midnight Foxes,6,251,SIM00028506,0
999,285,Broken Echoes,7,210,SIM00028507,0
1000,285,Iron Saints,8,157,SIM00028508,0
1001,285,Electric Bones,9,226,SIM00028509,0
1002,285,Wild Ravens,10,214,SIM00028510,0
1003,286,Sunken Riot,1,210,SIM00028601,0
1004,287,Static Vultures,1,229,SIM00028701,0
1005,287,Sunken Riot,2,153,SIM00028702,0
1006,287,Silver Shadows,3,232,SIM00028703,0
1007,287,Hollow Hearts,4,234,SIM00028704,0
1008,287,Restless Horizon,5,183,SIM00028705,0
1009,288,Crimson Vibes,1,269,SIM00028801,0
1010,288,Static Vultures,2,203,SIM00028802,1
1011,288,Sunken Riot,3,199,SIM00028803,0
1012,289,Sacred Tides,1,254,SIM00028901,0
1013,289,Crimson Vibes,2,240,SIM00028902,0
1014,289,Static Vultures,3,217,SIM00028903,0
1015,289,Sunken Riot,4,263,SIM00028904,0
1016,290,Solar Youth,1,251,SIM00029001,0
1017,290,Sacred Tides,2,213,SIM00029002,0
1018,290,Crimson Vibes,3,204,SIM00029003,0
1019,290,Static Vultures,4,261,SIM00029004,1
1020,290,Sunken Riot,5,214,SIM00029005,0
1021,291,Neon Ghosts,1,250,SIM00029101,0
1022,291,Solar Youth,2,155,SIM00029102,1
1023,291,Sacred Tides,3,189,SIM00029103,0
1024,292,Glass Waves,1,251,SIM00029201,1
1025,292,Neon Ghosts,2,160,SIM00029202,1
1026,292,Solar Youth,3,162,SIM00029203,0
1027,292,Sacred Tides,4,172,SIM00029204,1
1028,292,Crimson Vibes,5,230,SIM00029205,0
1029,292,Static Vultures,6,268,SIM00029206,0
1030,292,Sunken Riot,7,235,SIM00029207,0
1031,292,Silver Shadows,8,235,SIM00029208,0
1032,292,Hollow Hearts,9,154,SIM00029209,0
1033,292,Restless Horizon,10,195,SIM00029210,0
1034,292,Golden Sirens,11,246,SIM00029211,0
1035,293,Lonely Wolves,1,257,SIM00029301,0
1036,293,Glass Waves,2,236,SIM00029302,0
1037,293,Neon Ghosts,3,225,SIM00029303,0
1038,293,Solar Youth,4,206,SIM00029304,0
1039,293,Sacred Tides,5,188,SIM00029305,0
1040,294,Velvet Roses,1,258,SIM00029401,0
1041,294,Lonely Wolves,2,180,SIM00029402,0
1042,294,Glass Waves,3,238,SIM00029403,0
1043,295,Paper Rebels,1,231,SIM00029501,0
1044,295,Velvet Roses,2,189,SIM00029502,0
1045,295,Lonely Wolves,3,169,SIM00029503,1
1046,295,Glass Waves,4,158,SIM00029504,1
1047,295,Neon Ghosts,5,264,SIM00029505,0
1048,295,Solar Youth,6,212,SIM00029506,0
1049,295,Sacred Tides,7,184,SIM00029507,0
1050,295,Crimson Vibes,8,251,SIM00029508,0
1051,296,Wild Ravens,1,204,SIM00029601,0
1052,296,Paper Rebels,2,268,SIM00029602,1
1053,296,Velvet Roses,3,238,SIM00029603,0
1054,296,Lonely Wolves,4,171,SIM00029604,1
1055,296,Glass Waves,5,234,SIM00029605,0
1056,296,Neon Ghosts,6,243,SIM00029606,0
1057,296,Solar Youth,7,203,SIM00029607,0
1058,296,Sacred Tides,8,206,SIM00029608,0
1059,296,Crimson Vibes,9,258,SIM00029609,1
1060,297,Electric Bones,1,267,SIM00029701,0
1061,298,Iron Saints,1,210,SIM00029801,1
1062,298,Electric Bones,2,234,SIM00029802,0
1063,298,Wild Ravens,3,246,SIM00029803,0
1064,298,Paper Rebels,4,154,SIM00029804,0
1065,299,Broken Echoes,1,195,SIM00029901,0
1066,299,Iron Saints,2,255,SIM00029902,0
1067,299,Electric Bones,3,192,SIM00029903,0
1068,299,Wild Ravens,4,244,SIM00029904,0
1069,299,Paper Rebels,5,251,SIM00029905,0
1070,299,Velvet Roses,6,266,SIM00029906,1
1071,299,Lonely Wolves,7,241,SIM00029907,0
1072,299,Glass Waves,8,250,SIM00029908,0
1073,299,Neon Ghosts,9,268,SIM00029909,0
1074,299,Solar Youth,10,176,SIM00029910,0
1075,299,Sacred Tides,11,197,SIM00029911,0
1076,299,Crimson Vibes,12,204,SIM00029912,1
1077,300,Midnight Foxes,1,158,SIM00030001,1
1078,300,Broken Echoes,2,184,SIM00030002,1
1079,300,Iron Saints,3,244,SIM00030003,0
1080,300,Electric Bones,4,193,SIM00030004,0
1081,300,Wild Ravens,5,240,SIM00030005,0
1082,300,Paper Rebels,6,165,SIM00030006,0
1083,300,Velvet Roses,7,232,SIM00030007,0
1084,301,Amber Phantoms,1,260,SIM00030101,0
1085,302,Golden Sirens,1,192,SIM00030201,0
1086,303,Restless Horizon,1,195,SIM00030301,0
1087,304,Hollow Hearts,1,266,SIM00030401,0
1088,304,Restless Horizon,2,268,SIM00030402,0
1089,304,Golden Sirens,3,165,SIM00030403,0
1090,304,Amber Phantoms,4,211,SIM00030404,0
1091,304,Midnight Foxes,5,211,SIM00030405,0
1092,304,Broken Echoes,6,176,SIM00030406,1
1093,304,Iron Saints,7,212,SIM00030407,0
1094,304,Electric Bones,8,269,SIM00030408,0
1095,304,Wild Ravens,9,166,SIM00030409,0
1096,304,Paper Rebels,10,228,SIM00030410,1
1097,304,Velvet Roses,11,177,SIM00030411,1
1098,305,Silver Shadows,1,212,SIM00030501,0
1099,305,Hollow Hearts,2,237,SIM00030502,0
1100,305,Restless Horizon,3,165,SIM00030503,0
1101,305,Golden Sirens,4,253,SIM00030504,0
1102,305,Amber Phantoms,5,177,SIM00030505,0
1103,305,Midnight Foxes,6,227,SIM00030506,0
1104,305,Broken Echoes,7,169,SIM00030507,0
1105,305,Iron Saints,8,186,SIM00030508,0
1106,305,Electric Bones,9,184,SIM00030509,0
1107,305,Wild Ravens,10,243,SIM00030510,0
1108,305,Paper Rebels,11,180,SIM00030511,0
1109,305,Velvet Roses,12,244,SIM00030512,1
